title,movie_id,tags
Beneath Hill 60,43418,"The true story of Australia's cat-and-mouse underground mine warfare – one of the most misunderstood, misrepresented and mystifying conflicts of WW I. It was a secret struggle BENEATH the Western Front that combined daring engineering, technology and science, and few on the surface knew of the brave, claustrophobic and sometimes barbaric work of these tunnellers. Drama History War BrendanCowell HarrisonGilbertson SteveLeMarquand JeremySims"
The DUFF,272693,"Bianca's universe turns upside down when she learns that her high school refers to her as a ‘DUFF' (Designated Ugly Fat Friend). Hoping to erase that label, she enlists the help of a charming jock and her favorite teacher. Together they'll face the school's mean girl and remind everyone that we are all someone's DUFF… and that's totally fine. Romance Comedy highschool teenager popularity highschoolstudent teencomedy duringcreditsstinger girlnextdoor basedonyoungadultnovel MaeWhitman RobbieAmell BellaThorne AriSandel"
Bright Star,29963,"In 1818, high-spirited young Fanny Brawne finds herself increasingly intrigued by the handsome but aloof poet John Keats, who lives next door to her family friends the Dilkes. After reading a book of his poetry, she finds herself even more drawn to the taciturn Keats. Although he agrees to teach her about poetry, Keats cannot act on his reciprocated feelings for Fanny, since as a struggling poet he has no money to support a wife. Drama Romance poet independentfilm duringcreditsstinger womandirector AbbieCornish BenWhishaw PaulSchneider JaneCampion"
My Name Is Khan,26022,"Rizwan Khan, a Muslim from the Borivali section of Mumbai, has Asperger's syndrome. He marries a Hindu single mother, Mandira, in San Francisco. After 9/11, Rizwan is detained by authorities at LAX who treat him as a terrorist because of his condition and his race. Drama Romance bollywood ShahRukhKhan Kajol JimmyShergill KaranJohar"
Nightcrawler,242582,"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran. Crime Drama Thriller journalism underground tvstation sociopath homeinvasion carchase tvnews employeremployeerelationship ethics stringer JakeGyllenhaal ReneRusso RizAhmed DanGilroy"
Little Miss Sunshine,773,"A family loaded with quirky, colorful characters piles into an old van and road trips to California for little Olive to compete in a beauty pageant. Comedy Drama california brothersisterrelationship wifehusbandrelationship family'sdailylife oscaraward highway professorforliterature beautycontest beautyqueencontest roadtrip familyrelationships familyholiday roadmovie womandirector beautypageant GregKinnear ToniCollette SteveCarell JonathanDayton ValerieFaris"
50/50,40807,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis, and his subsequent struggle to beat the disease. Comedy Drama painter fathersonrelationship therapist cancer psychologist bestfriend doctor patient vomiting driver'slicense chemotherapy therapistpatientrelationship JosephGordon-Levitt SethRogen AnnaKendrick JonathanLevine"
Kicks,385736,"When his hard-earned kicks get snatched by a local hood, fifteen-year old Brandon and his two best friends go on an ill-advised mission across the Bay Area to retrieve the stolen sneakers. Adventure blowjob cigarettesmoking illegaldrugs smokingweed shoes MahershalaAli KofiSiriboe ChristopherMeyer JustinTipping"
On Her Majesty's Secret Service,668,"James Bond tracks archnemesis Ernst Blofeld to a mountaintop retreat where he's training an army of beautiful but lethal women. Along the way, Bond falls for Italian contessa Tracy Draco -- and marries her in order to get closer to Blofeld. Meanwhile, he locates Blofeld in the Alps and embarks on a classic ski chase. Adventure Action Thriller londonengland suicide england switzerland secretidentity newidentity honeymoon secretmission secretorganization secretlab villain kilt familyhistory titleofnobility snowstorm daughter espionage killer britishsecretservice skiing alps aftercreditsstinger GeorgeLazenby DianaRigg TellySavalas PeterR.Hunt"
Akeelah and the Bee,13751,"Eleven year-old Akeelah Anderson's life is not easy: her father is dead, her mom ignores her, her brother runs with the local gangbangers. She's smart, but her environment threatens to strangle her aspirations. Responding to a threat by her school's principal, Akeelah participates in a spelling bee to avoid detention for her many absences. Much to her surprise and embarrassment, she wins. Her principal asks her to seek coaching from an English professor named Dr. Larabee for the more prestigious regional bee. As the possibility of making it all the way to the Scripps National Spelling Bee looms, Akeelah could provide her community with someone to rally around and be proud of -- but only if she can overcome her insecurities and her distracting home life. She also must get past Dr. Larabee's demons, and a field of more experienced and privileged fellow spellers. Drama blackpeople spelling spellingbee KekePalmer LaurenceFishburne AngelaBassett DougAtchison"
New in Town,14536,"Lucy Hill is an ambitious up-and-coming executive living in Miami. She loves her shoes, she loves her cars and she loves climbing the corporate ladder. When she is offered a temporary assignment – in the middle of nowhere – to restructure a manufacturing plant, she jumps at the opportunity, knowing that a big promotion is close at hand. What begins as a straight-forward assignment becomes a life-changing experience as Lucy discovers greater meaning in her life and, most unexpectedly, the man of her dreams. Comedy minnesota smalltown economy plants vegetarian love ruralsetting labor manufacturing middleamerica rube icefishing RenéeZellweger HarryConnickJr. J.K.Simmons JonasElmer"
The Boondock Saints II: All Saints Day,22821,"Skillfully framed by an unknown enemy for the murder of a priest, wanted vigilante MacManus brothers Murphy and Connor must come out of hiding on a sheep farm in Ireland to fight for justice in Boston. Action Thriller Crime boston sheep friendship sequel revenge ireland SeanPatrickFlanery NormanReedus BillyConnolly TroyDuffy"
Easy A,37735,"After a little white lie about losing her virginity gets out, a clean cut high school girl sees her life paralleling Hester Prynne's in ""The Scarlet Letter,"" which she is currently studying in school - until she decides to use the rumor mill to advance her social and financial standing. Comedy lie highschool school teenmovie rumor EmmaStone StanleyTucci AmandaBynes WillGluck"
Prom,51588,"At “Prom,” every couple has a story and no two are exactly alike. As the big dance approaches for Nova Prescott, it’s a battle of wills as she finds herself drawn to the guy who gets in the way of her perfect prom. Fellow seniors Mei and Tyler harbor secrets, while others face all the insecurity and anticipation that surrounds one of high school’s most seminal events. Comedy singleparent waitress fountain friendship highschool prom musicfan AimeeTeegarden ThomasMcDonell NicholasBraun JoeNussbaum"
It's Kind of a Funny Story,43923,A clinically depressed teenager gets a new start after he checks himself into an adult psychiatric ward. Comedy Drama suicide depression independentfilm comingofage teenmovie teenager psychiatricward womandirector basedonyoungadultnovel KeirGilchrist EmmaRoberts ZachGalifianakis RyanFleck AnnaBoden
The Secret of Kells,26963,"Adventure awaits 12 year old Brendan who must fight Vikings and a serpent god to find a crystal and complete the legendary Book of Kells. In order to finish Brother Aiden's book, Brendan must overcome his deepest fears on a secret quest that will take him beyond the abbey walls and into the enchanted forest where dangerous mythical creatures hide. Will Brendan succeed in his quest? Animation Family Fantasy barbarian underwater trapped seamonster womandirector EvanMcGuire ChristenMooney BrendanGleeson TommMoore NoraTwomey"
Down in the Valley,7870,"On a trip to the beach, a teenage girl named Tobe meets a charismatic stranger named Harlan, who dresses like a cowboy and claims to be a former ranch hand. The pair feel an instant attraction and begin a relationship, but her father, a lawman, is suspicious of her lover. Drama Romance indianterritory beach stetson sanfernandovalley strangeperson EdwardNorton EvanRachelWood DavidMorse DavidJacobson"
Fido,10288,"Timmy Robinson's best friend in the whole wide world is a six-foot tall rotting zombie named Fido. But when Fido eats the next-door neighbor, Mom and Dad hit the roof, and Timmy has to go to the ends of the earth to keep Fido a part of the family. A boy-and-his-dog movie for grown ups, ""Fido"" will rip your heart out. Romance Comedy Drama Horror vororte blackhumor satire darkcomedy gore decapitation spoof zombie canuxploitation BillyConnolly Carrie-AnneMoss DylanBaker AndrewCurrie"
